Player,Decade,URL,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
Roberto Figueroa,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4
Per Kaufeldt,1920s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Sven Rydell,1920s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
CesÇ­reo Onzari,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Juan Loyarte,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angel Chiessa,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Josef Ž?apek,1920s,https://en.wikipedia.org/wiki/File:Flag_of_Czechoslovakia.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Julio Libonatti,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Aurelio Gonzalez,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,7,7
Carlos Elizeche,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkadijs Pavlovs,1920s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
Paul Sturzenegger,1920s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Kees Pijl,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Manuel Seoane,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8
Rudolf Kock,1920s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Augusto Silva,1920s,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Virgilio Levratto,1920s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
Artur Maurer,1920s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
Benjamon Delgado,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Domingo Tarasconi,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,1,2,2,13,13,13,13,13,13,13,13,13,13,13,13
AgustÇðn Lizarbe,1920s,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Jose¸ Carlos GuimarÇœes,1920s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Miguel Dellavalle,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manuel Ferreira,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,2,8,11,11,11,11,11,11,11,11,11,11,11
Wim Tap,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Johannes de Natris,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pedro Petrone,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,3,14,14,14,17,21,21,21,21,21,21,21,21,21,21,21,21
JÇüzsef Eisenhoffer,1920s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pablo RamÇðrez,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Blas Saruppo,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Lino Nessi,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Martin Sanchez,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Josef SedlÇ­Žek,1920s,https://en.wikipedia.org/wiki/File:Flag_of_Czechoslovakia.png,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Segundo Luna,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3
Edouard Crut,1920s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Rene¸ Borjas,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Carlos Peucelle,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4
Alejandro Villanueva,1920s,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2
MartÇðn Marculeta,1920s,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Robert Dauphin,1920s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Jacques Moeschal,1920s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
Julio RamÇðrez,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ok Formenoy,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Albert Hurgronje,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Giuseppe Della Valle,1920s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Juan Carlos Heguy,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Humberto Recanatini,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
Jan NovÇ­k,1920s,https://en.wikipedia.org/wiki/File:Flag_of_Czechoslovakia.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Paul Nicolas,1920s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Andre¸ le Feùvre,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manuel Fleitas Solich,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Charles Brommesson,1920s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RaulEcheverrÇða,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Jean-Pierre Weisgerber,1920s,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Rudolf Ramseyer,1920s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Henri Larnoe,1920s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Anfilogino Marques,1920s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Josef Hornauer,1920s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Cornelis Pijl,1920s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mahmoud Mokhtar El-Tetsh,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,9,9,9,9,9
Jean Boyer,1920s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tore Keller,1920s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Antonio Campolo,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Aleksandrs Priede,1920s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Xavier Camargo,1920s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Jose¸ Gaslini,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ibrahim Yakan,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Robert Pache,1920s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moussa Hassan El-Ezam,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Adolfo Baloncieri,1920s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7
Fulvio Bernardini,1920s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
TeÇüfilo Aguilar,1920s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zoltan Opata,1920s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Antonio UrdinarÇ­n,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Pedro Zingone,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Helmuth RÇÏÇÏstas,1920s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Humberto Moreno,1920s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Juan Maglio,1920s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
Aurelio DomÇðnguez,1920s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ali Mohamed Riad,1920s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
Luis Vargas PeÇña,1920s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Wilhelm Hahnemann,1930s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Karl Sesta,1930s,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Luis de Souza,1930s,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Mihail Lozanov,1930s,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Vladimir KragiŽ?,1930s,https://commons.wikimedia.org/wiki/File:Flag_of_Yugoslavia_(1946-1992).svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2
Stan Vanden Eynde,1930s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
JŽnis Lidmanis,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Erik Persson,1930s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Adolf Urban,1930s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Ç?mile Veinante,1930s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Teodoro Fernandez,1930s,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,10
JÇüzsef Nemes,1930s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Yohanan Sukenik,1930s,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
IŽ¬ja Vestermans,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,8,8
Angelo Schiavio,1930s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4
Vaclavs Bordu­ko,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Segundo VilladÇüniga,1930s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Andre¸ Abegglen,1930s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4
Jan RÇðha,1930s,https://en.wikipedia.org/wiki/File:Flag_of_Czechoslovakia.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FranÇõois Vanden Eynde,1930s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Leonhard Kass,1930s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3
Ž?riks Raisters,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Carvalho Leite,1930s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
Fritz Szepan,1930s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Silvio Piola,1930s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Fernando Peyroteo,1930s,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Romeu Pellicciari,1930s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
JŽnis RozŽ®tis,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Georgi Panchediev,1930s,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Pedro Lago,1930s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Aldo Donelli,1930s,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5
Jose¸ Ruvalcaba,1930s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Fricis DambrŽ?vics,1930s,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Friedrich Karm,1930s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4
Matty Geoghegan,1930s,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Enrique GarcÇða,1930s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Giuseppe Meazza,1930s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5
Camillo Jerusalem,1930s,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
RaulMuÇñoz,1930s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Manuel Rosas,1930s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
Aavo Sillandi,1930s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Eugen Walaschek,1930s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jean Nicolas,1930s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7
Friedrich Scherfke,1930s,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GyÇôrgy SÇ­rosi,1930s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,7,7
Preguinho,1930s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
Laurent Grimmonprez,1930s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ThÇ¸ophile Speicher,1930s,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Julius Kaljo,1930s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Gino Colaussi,1930s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Alfonso DomÇðnguez,1930s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carlos Giudice,1930s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Romualdas Marcinkus,1930s,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
